sync_num,icg_timestamp,ecg_timestamp,time_diff_ms,elapsed_time_s,elapsed_time_min,icg_samples_between,ecg_samples_between,icg_sample_deviation,ecg_sample_deviation,,,
1583,1761653457,1761653457,6,-18238.7,-303.98,390,399,-10,-1,,,
1589,1761653463,1761653463,9.5,-18232.7,-303.88,390,397,-10,-3,,,
1594,1761653468,1761653468,6,-18227.7,-303.8,390,399,-10,-1,,,
1596,1761653470,1761653470,5.5,-18225.7,-303.76,390,400,-10,0,,,
1603,1761653477,1761653477,10.5,-18218.7,-303.65,390,400,-10,0,,,
1607,1761653481,1761653481,9,-18214.7,-303.58,390,400,-10,0,,,
1611,1761653485,1761653485,9,-18210.7,-303.51,390,400,-10,0,,,
1612,1761653486,1761653486,6.5,-18209.7,-303.5,390,400,-10,0,,,
1616,1761653490,1761653490,4.5,-18205.7,-303.43,390,400,-10,0,,,
1617,1761653491,1761653491,10.5,-18204.7,-303.41,390,399,-10,-1,,,
1624,1761653498,1761653498,8,-18197.7,-303.3,390,400,-10,0,,,
1625,1761653499,1761653499,11.5,-18196.7,-303.28,390,399,-10,-1,,,
1632,1761653506,1761653506,8,-18189.7,-303.16,390,398,-10,-2,,,
1633,1761653507,1761653507,12.5,-18188.7,-303.14,390,401,-10,1,,,
1636,1761653510,1761653510,2.5,-18185.7,-303.1,390,398,-10,-2,,,
1639,1761653513,1761653513,12.5,-18182.7,-303.04,390,399,-10,-1,,,
1640,1761653514,1761653514,5.5,-18181.7,-303.03,390,399,-10,-1,,,
1646,1761653520,1761653520,10.5,-18175.7,-302.93,390,400,-10,0,,,
1649,1761653523,1761653523,13.5,-18172.7,-302.88,390,398,-10,-2,,,
1651,1761653525,1761653525,13.5,-18170.7,-302.84,390,399,-10,-1,,,
1654,1761653528,1761653528,8.5,-18167.7,-302.79,390,400,-10,0,,,
1656,1761653531,1761653530,13.5,-18165.7,-302.76,390,400,-10,0,,,
1663,1761653537,1761653537,6.5,-18158.7,-302.64,390,400,-10,0,,,
1665,1761653539,1761653539,4,-18156.7,-302.61,390,398,-10,-2,,,
1667,1761653541,1761653541,6.5,-18154.7,-302.58,390,400,-10,0,,,
1673,1761653548,1761653547,5,-18148.7,-302.48,390,400,-10,0,,,
1683,1761653558,1761653558,5,-18138.7,-302.31,390,400,-10,0,,,
1685,1761653560,1761653559,4.5,-18136.7,-302.28,390,400,-10,0,,,
1694,1761653569,1761653569,12.5,-18127.7,-302.13,390,401,-10,1,,,
1696,1761653571,1761653571,12.5,-18125.7,-302.09,390,397,-10,-3,,,
1698,1761653573,1761653573,12.5,-18123.7,-302.06,390,400,-10,0,,,
1704,1761653579,1761653579,12,-18117.7,-301.96,390,400,-10,0,,,
1710,1761653585,1761653585,10.5,-18111.7,-301.86,390,400,-10,0,,,
1712,1761653587,1761653587,8,-18109.7,-301.83,390,399,-10,-1,,,
1715,1761653590,1761653590,5.5,-18106.7,-301.78,390,400,-10,0,,,
1716,1761653591,1761653591,12.5,-18105.7,-301.76,390,400,-10,0,,,
1722,1761653597,1761653597,12,-18099.7,-301.66,390,399,-10,-1,,,
1725,1761653600,1761653600,5,-18096.7,-301.61,390,399,-10,-1,,,
1728,1761653603,1761653603,9.5,-18093.7,-301.56,390,399,-10,-1,,,
1731,1761653606,1761653606,4.5,-18090.7,-301.51,390,399,-10,-1,,,
1732,1761653607,1761653607,12,-18089.7,-301.49,390,399,-10,-1,,,
1736,1761653611,1761653611,13.5,-18085.7,-301.43,390,400,-10,0,,,
1737,1761653612,1761653612,7.5,-18084.7,-301.41,390,400,-10,0,,,
1738,1761653613,1761653613,14.5,-18083.7,-301.39,390,400,-10,0,,,
1739,1761653614,1761653614,1.5,-18082.7,-301.38,390,398,-10,-2,,,
1741,1761653616,1761653616,6,-18080.7,-301.34,390,398,-10,-2,,,
1749,1761653624,1761653624,4.5,-18072.7,-301.21,390,400,-10,0,,,
1752,1761653627,1761653627,10.5,-18069.6,-301.16,390,400,-10,0,,,
1754,1761653629,1761653629,10.5,-18067.6,-301.13,390,400,-10,0,,,
1758,1761653633,1761653633,11.5,-18063.6,-301.06,390,400,-10,0,,,
1765,1761653640,1761653640,4,-18056.6,-300.94,390,400,-10,0,,,
1767,1761653642,1761653642,5.5,-18054.6,-300.91,390,400,-10,0,,,
1771,1761653646,1761653646,7,-18050.6,-300.84,390,400,-10,0,,,
1772,1761653647,1761653647,14,-18049.6,-300.83,390,399,-10,-1,,,
1773,1761653648,1761653648,5.5,-18048.6,-300.81,390,399,-10,-1,,,
1777,1761653652,1761653652,7,-18044.6,-300.74,390,399,-10,-1,,,
1779,1761653654,1761653654,4,-18042.6,-300.71,390,398,-10,-2,,,
1781,1761653656,1761653656,5.5,-18040.6,-300.68,390,400,-10,0,,,
1788,1761653663,1761653663,12,-18033.6,-300.56,390,400,-10,0,,,
1793,1761653668,1761653668,6,-18028.6,-300.48,390,400,-10,0,,,
1797,1761653672,1761653672,3.5,-18024.6,-300.41,390,398,-10,-2,,,
1798,1761653673,1761653673,13,-18023.6,-300.39,390,397,-10,-3,,,
1800,1761653675,1761653675,15,-18021.6,-300.36,390,399,-10,-1,,,
1801,1761653676,1761653676,8,-18020.6,-300.34,390,399,-10,-1,,,
1812,1761653687,1761653687,5.5,-18009.6,-300.16,390,399,-10,-1,,,
1825,1761653700,1761653700,4.5,-17996.6,-299.94,390,399,-10,-1,,,
1830,1761653705,1761653705,9.5,-17991.6,-299.86,390,399,-10,-1,,,
1836,1761653711,1761653711,13,-17985.6,-299.76,390,400,-10,0,,,
1842,1761653717,1761653717,9,-17979.6,-299.66,390,397,-10,-3,,,
1843,1761653718,1761653718,9,-17978.6,-299.64,390,400,-10,0,,,
1844,1761653719,1761653719,12.5,-17977.6,-299.63,390,400,-10,0,,,
1849,1761653724,1761653724,6,-17972.6,-299.54,390,400,-10,0,,,
1851,1761653726,1761653726,5,-17970.6,-299.51,390,398,-10,-2,,,
1853,1761653728,1761653728,3.5,-17968.6,-299.48,390,400,-10,0,,,
1855,1761653730,1761653730,7,-17966.6,-299.44,390,400,-10,0,,,
1857,1761653732,1761653732,6.5,-17964.6,-299.41,390,399,-10,-1,,,
1861,1761653736,1761653736,4.5,-17960.6,-299.34,390,400,-10,0,,,
1864,1761653739,1761653739,14.5,-17957.6,-299.29,390,400,-10,0,,,
1865,1761653740,1761653740,7,-17956.6,-299.28,390,400,-10,0,,,
1867,1761653742,1761653742,3.5,-17954.6,-299.24,390,400,-10,0,,,
1885,1761653760,1761653760,8,-17936.6,-298.94,390,400,-10,0,,,
1888,1761653763,1761653763,10.5,-17933.6,-298.89,390,399,-10,-1,,,
1892,1761653767,1761653767,11,-17929.6,-298.83,390,400,-10,0,,,
1896,1761653771,1761653771,9.5,-17925.6,-298.76,390,398,-10,-2,,,
1897,1761653772,1761653772,7.5,-17924.6,-298.74,390,399,-10,-1,,,
1898,1761653773,1761653773,12,-17923.6,-298.73,390,400,-10,0,,,
1902,1761653777,1761653777,12.5,-17919.6,-298.66,390,400,-10,0,,,
1905,1761653780,1761653780,5.5,-17916.6,-298.61,390,399,-10,-1,,,
1908,1761653783,1761653783,14,-17913.6,-298.56,390,400,-10,0,,,
1911,1761653786,1761653786,2,-17910.6,-298.51,390,397,-10,-3,,,
1915,1761653790,1761653790,8.5,-17906.6,-298.44,390,399,-10,-1,,,
1921,1761653796,1761653796,7,-17900.6,-298.34,390,399,-10,-1,,,
1922,1761653797,1761653797,3,-17899.6,-298.33,390,400,-10,0,,,
1926,1761653801,1761653801,3.5,-17895.6,-298.26,390,401,-10,1,,,
1927,1761653802,1761653802,6,-17894.6,-298.24,390,400,-10,0,,,
1934,1761653809,1761653809,3,-17887.6,-298.13,390,399,-10,-1,,,
1936,1761653811,1761653811,1.5,-17885.6,-298.09,390,399,-10,-1,,,
1937,1761653812,1761653812,8.5,-17884.6,-298.08,390,399,-10,-1,,,
1938,1761653813,1761653813,3.5,-17883.6,-298.06,390,400,-10,0,,,
1940,1761653815,1761653815,0.5,-17881.6,-298.03,390,399,-10,-1,,,
1944,1761653819,1761653819,5,-17877.6,-297.96,390,400,-10,0,,,
1949,1761653824,1761653824,9.5,-17872.6,-297.88,390,400,-10,0,,,
1952,1761653827,1761653827,6,-17869.6,-297.83,390,399,-10,-1,,,
1954,1761653829,1761653829,2.5,-17867.6,-297.79,390,399,-10,-1,,,
1961,1761653836,1761653836,10,-17860.6,-297.68,390,399,-10,-1,,,
1962,1761653837,1761653837,4,-17859.6,-297.66,390,399,-10,-1,,,
1965,1761653840,1761653840,13,-17856.6,-297.61,390,400,-10,0,,,
1966,1761653841,1761653841,5,-17855.6,-297.59,390,397,-10,-3,,,
1970,1761653845,1761653845,8.5,-17851.6,-297.53,390,399,-10,-1,,,
1974,1761653849,1761653849,6,-17847.6,-297.46,390,398,-10,-2,,,
1978,1761653853,1761653853,8.5,-17843.6,-297.39,390,400,-10,0,,,
1980,1761653855,1761653855,3.5,-17841.6,-297.36,390,400,-10,0,,,
1986,1761653861,1761653861,8,-17835.6,-297.26,390,400,-10,0,,,
1987,1761653862,1761653862,14,-17834.6,-297.24,390,398,-10,-2,,,
1994,1761653869,1761653869,6.5,-17827.6,-297.13,390,400,-10,0,,,
1998,1761653873,1761653873,10.5,-17823.6,-297.06,390,400,-10,0,,,
2002,1761653877,1761653877,6.5,-17819.6,-296.99,390,399,-10,-1,,,
2004,1761653879,1761653879,7.5,-17817.6,-296.96,390,399,-10,-1,,,
2007,1761653882,1761653882,4.5,-17814.6,-296.91,390,401,-10,1,,,
2015,1761653890,1761653890,4.5,-17806.6,-296.78,390,400,-10,0,,,
2020,1761653895,1761653895,10.5,-17801.5,-296.69,390,400,-10,0,,,
2027,1761653902,1761653902,6.5,-17794.5,-296.58,390,399,-10,-1,,,
2034,1761653909,1761653909,14,-17787.5,-296.46,390,401,-10,1,,,
2046,1761653921,1761653921,10,-17775.5,-296.26,390,400,-10,0,,,
2048,1761653923,1761653923,9.5,-17773.5,-296.23,390,399,-10,-1,,,
2049,1761653924,1761653924,6,-17772.5,-296.21,390,400,-10,0,,,
2050,1761653925,1761653925,10.5,-17771.5,-296.19,390,398,-10,-2,,,
2053,1761653928,1761653928,9.5,-17768.5,-296.14,390,399,-10,-1,,,
2055,1761653930,1761653930,4.5,-17766.5,-296.11,390,399,-10,-1,,,
2056,1761653931,1761653931,12,-17765.5,-296.09,390,400,-10,0,,,
2058,1761653933,1761653933,13,-17763.5,-296.06,390,398,-10,-2,,,
2059,1761653934,1761653934,4,-17762.5,-296.04,390,399,-10,-1,,,
2063,1761653938,1761653938,4,-17758.5,-295.98,390,398,-10,-2,,,
2065,1761653940,1761653940,9,-17756.5,-295.94,390,399,-10,-1,,,
2066,1761653941,1761653941,11.5,-17755.5,-295.93,390,400,-10,0,,,
2075,1761653950,1761653950,7.5,-17746.5,-295.78,390,400,-10,0,,,
2076,1761653951,1761653951,11,-17745.5,-295.76,390,400,-10,0,,,
2079,1761653954,1761653954,4.5,-17742.5,-295.71,390,396,-10,-4,,,
2080,1761653955,1761653955,3,-17741.5,-295.69,390,398,-10,-2,,,
2084,1761653959,1761653959,3,-17737.5,-295.63,390,399,-10,-1,,,
2086,1761653961,1761653961,5.5,-17735.5,-295.59,390,399,-10,-1,,,
2088,1761653963,1761653963,3,-17733.5,-295.56,390,399,-10,-1,,,
2089,1761653964,1761653964,9.5,-17732.5,-295.54,390,400,-10,0,,,
2090,1761653965,1761653965,0.5,-17731.5,-295.53,390,399,-10,-1,,,
2097,1761653972,1761653972,9.5,-17724.5,-295.41,390,400,-10,0,,,
2100,1761653975,1761653975,7,-17721.5,-295.36,390,400,-10,0,,,
2109,1761653984,1761653984,13,-17712.5,-295.21,390,400,-10,0,,,
2110,1761653985,1761653985,7.5,-17711.5,-295.19,390,397,-10,-3,,,
2111,1761653986,1761653986,12.5,-17710.5,-295.18,390,398,-10,-2,,,
2116,1761653991,1761653991,2,-17705.5,-295.09,390,398,-10,-2,,,
2117,1761653992,1761653992,14,-17704.5,-295.08,390,401,-10,1,,,
2118,1761653993,1761653993,1.5,-17703.5,-295.06,390,398,-10,-2,,,
2122,1761653997,1761653997,5,-17699.5,-294.99,390,399,-10,-1,,,
2124,1761653999,1761653999,7,-17697.5,-294.96,390,400,-10,0,,,
2128,1761654003,1761654003,11,-17693.5,-294.89,390,400,-10,0,,,
2141,1761654016,1761654016,12,-17680.5,-294.68,390,398,-10,-2,,,
2146,1761654021,1761654021,6,-17675.5,-294.59,390,400,-10,0,,,
2147,1761654022,1761654022,12,-17674.5,-294.57,390,399,-10,-1,,,
2148,1761654023,1761654023,7,-17673.5,-294.56,390,399,-10,-1,,,
2161,1761654036,1761654036,6,-17660.5,-294.34,390,397,-10,-3,,,
2164,1761654039,1761654039,10.5,-17657.5,-294.29,390,400,-10,0,,,
2165,1761654040,1761654040,2.5,-17656.5,-294.28,390,399,-10,-1,,,
2167,1761654042,1761654042,6.5,-17654.5,-294.24,390,401,-10,1,,,
2170,1761654045,1761654045,10,-17651.5,-294.19,390,398,-10,-2,,,
2173,1761654048,1761654048,3.5,-17648.5,-294.14,390,400,-10,0,,,
2180,1761654055,1761654055,11,-17641.5,-294.02,390,400,-10,0,,,
2186,1761654061,1761654061,9,-17635.5,-293.92,390,400,-10,0,,,
2187,1761654062,1761654062,12.5,-17634.5,-293.91,390,399,-10,-1,,,
2195,1761654070,1761654070,3,-17626.5,-293.77,390,398,-10,-2,,,
2199,1761654074,1761654074,3,-17622.5,-293.71,390,399,-10,-1,,,
2203,1761654078,1761654078,1,-17618.5,-293.64,390,398,-10,-2,,,
2204,1761654079,1761654079,9,-17617.5,-293.62,390,400,-10,0,,,
2205,1761654080,1761654080,6,-17616.5,-293.61,390,399,-10,-1,,,
2207,1761654082,1761654082,4,-17614.5,-293.57,390,401,-10,1,,,
2212,1761654087,1761654087,8.5,-17609.5,-293.49,390,399,-10,-1,,,
2214,1761654089,1761654089,11,-17607.5,-293.46,390,399,-10,-1,,,
2219,1761654094,1761654094,0.5,-17602.5,-293.37,390,398,-10,-2,,,
2221,1761654096,1761654096,1.5,-17600.5,-293.34,390,400,-10,0,,,
2226,1761654101,1761654101,9.5,-17595.5,-293.26,390,400,-10,0,,,
2233,1761654108,1761654108,5,-17588.5,-293.14,390,398,-10,-2,,,
2236,1761654111,1761654111,11,-17585.5,-293.09,390,400,-10,0,,,
2242,1761654117,1761654117,9.5,-17579.5,-292.99,390,399,-10,-1,,,
2243,1761654118,1761654118,5.5,-17578.5,-292.97,390,400,-10,0,,,
2246,1761654121,1761654121,6.5,-17575.5,-292.92,390,400,-10,0,,,
2252,1761654127,1761654127,2.5,-17569.5,-292.82,390,400,-10,0,,,
2257,1761654132,1761654132,12,-17564.5,-292.74,390,399,-10,-1,,,
2258,1761654133,1761654133,3.5,-17563.5,-292.72,390,399,-10,-1,,,
2262,1761654137,1761654137,7,-17559.5,-292.66,390,399,-10,-1,,,
2268,1761654143,1761654143,6,-17553.5,-292.56,390,401,-10,1,,,
2270,1761654145,1761654145,3.5,-17551.5,-292.52,390,398,-10,-2,,,
2272,1761654147,1761654147,6,-17549.5,-292.49,390,400,-10,0,,,
2274,1761654149,1761654149,7,-17547.5,-292.46,390,399,-10,-1,,,
2287,1761654162,1761654162,6.5,-17534.5,-292.24,390,399,-10,-1,,,
2296,1761654171,1761654171,8,-17525.5,-292.09,390,399,-10,-1,,,
2307,1761654182,1761654182,10,-17514.4,-291.91,390,399,-10,-1,,,
2308,1761654183,1761654183,1.5,-17513.4,-291.89,390,398,-10,-2,,,
2310,1761654185,1761654185,0.5,-17511.5,-291.86,390,398,-10,-2,,,
2316,1761654191,1761654191,4,-17505.4,-291.76,390,400,-10,0,,,
2320,1761654195,1761654195,5,-17501.4,-291.69,390,400,-10,0,,,
2324,1761654199,1761654199,6.5,-17497.4,-291.62,390,399,-10,-1,,,
2328,1761654203,1761654203,7.5,-17493.4,-291.56,390,400,-10,0,,,
2332,1761654207,1761654207,7.5,-17489.4,-291.49,390,400,-10,0,,,
2334,1761654209,1761654209,5,-17487.4,-291.46,390,399,-10,-1,,,
2336,1761654211,1761654211,7.5,-17485.4,-291.42,390,399,-10,-1,,,
2340,1761654215,1761654215,5,-17481.4,-291.36,390,399,-10,-1,,,
2345,1761654220,1761654220,10.5,-17476.4,-291.27,390,398,-10,-2,,,
2353,1761654228,1761654228,7.5,-17468.4,-291.14,390,399,-10,-1,,,
2358,1761654233,1761654233,5,-17463.4,-291.06,390,399,-10,-1,,,
2360,1761654235,1761654235,3.5,-17461.4,-291.02,390,400,-10,0,,,
2364,1761654239,1761654239,1,-17457.4,-290.96,390,397,-10,-3,,,
2365,1761654240,1761654240,7.5,-17456.4,-290.94,390,399,-10,-1,,,
2366,1761654241,1761654241,3.5,-17455.4,-290.92,390,400,-10,0,,,
2372,1761654247,1761654247,2,-17449.4,-290.82,390,399,-10,-1,,,
2382,1761654257,1761654257,9.5,-17439.4,-290.66,390,399,-10,-1,,,
2384,1761654259,1761654259,13.5,-17437.4,-290.62,390,400,-10,0,,,
2395,1761654270,1761654270,10,-17426.4,-290.44,390,400,-10,0,,,
2398,1761654273,1761654273,5.5,-17423.4,-290.39,390,400,-10,0,,,
2402,1761654277,1761654277,0.5,-17419.4,-290.32,390,398,-10,-2,,,
2408,1761654283,1761654283,4.5,-17413.4,-290.22,390,400,-10,0,,,
2417,1761654292,1761654292,7.5,-17404.4,-290.07,390,399,-10,-1,,,
2427,1761654302,1761654302,7,-17394.4,-289.91,390,400,-10,0,,,
2432,1761654307,1761654307,4.5,-17389.4,-289.82,390,399,-10,-1,,,
2434,1761654309,1761654309,5.5,-17387.4,-289.79,390,401,-10,1,,,
2435,1761654310,1761654310,10.5,-17386.4,-289.77,390,400,-10,0,,,
2440,1761654315,1761654315,12,-17381.4,-289.69,390,399,-10,-1,,,
2446,1761654321,1761654321,10.5,-17375.4,-289.59,390,399,-10,-1,,,
2453,1761654328,1761654328,10,-17368.4,-289.47,390,399,-10,-1,,,
2454,1761654329,1761654329,6.5,-17367.4,-289.46,390,400,-10,0,,,
2456,1761654331,1761654331,7,-17365.4,-289.42,390,400,-10,0,,,
2457,1761654332,1761654332,10,-17364.4,-289.41,390,400,-10,0,,,
2462,1761654337,1761654337,5,-17359.4,-289.32,390,399,-10,-1,,,
2463,1761654338,1761654338,9.5,-17358.4,-289.31,390,399,-10,-1,,,
2468,1761654343,1761654343,4.5,-17353.4,-289.22,390,399,-10,-1,,,
2472,1761654347,1761654347,7.5,-17349.4,-289.16,390,398,-10,-2,,,
2474,1761654349,1761654349,6,-17347.4,-289.12,390,399,-10,-1,,,
2478,1761654353,1761654353,4,-17343.4,-289.06,390,400,-10,0,,,
2480,1761654355,1761654355,6.5,-17341.4,-289.02,390,400,-10,0,,,
2483,1761654358,1761654358,6,-17338.4,-288.97,390,400,-10,0,,,
2484,1761654359,1761654359,4,-17337.4,-288.96,390,400,-10,0,,,
2486,1761654361,1761654361,5,-17335.4,-288.92,390,399,-10,-1,,,
2492,1761654367,1761654367,6.5,-17329.4,-288.82,390,401,-10,1,,,
2497,1761654372,1761654372,11,-17324.4,-288.74,390,399,-10,-1,,,
2498,1761654373,1761654373,5,-17323.4,-288.72,390,401,-10,1,,,
2501,1761654376,1761654376,11,-17320.4,-288.67,390,399,-10,-1,,,
2504,1761654379,1761654379,7,-17317.4,-288.62,390,401,-10,1,,,
2511,1761654386,1761654386,12.5,-17310.4,-288.51,390,399,-10,-1,,,
2512,1761654387,1761654387,7.5,-17309.4,-288.49,390,399,-10,-1,,,
2516,1761654391,1761654391,7.5,-17305.4,-288.42,390,400,-10,0,,,
2523,1761654398,1761654398,11.5,-17298.4,-288.31,390,399,-10,-1,,,
2525,1761654400,1761654400,13.5,-17296.4,-288.27,390,400,-10,0,,,
2526,1761654401,1761654401,6,-17295.4,-288.26,390,400,-10,0,,,
2538,1761654413,1761654413,9.5,-17283.4,-288.06,390,399,-10,-1,,,
2540,1761654415,1761654415,8,-17281.4,-288.02,390,399,-10,-1,,,
2541,1761654416,1761654416,12.5,-17280.4,-288.01,390,400,-10,0,,,
2559,1761654434,1761654434,11,-17262.4,-287.71,390,400,-10,0,,,
2560,1761654435,1761654435,8.5,-17261.4,-287.69,390,400,-10,0,,,
2562,1761654437,1761654437,3.5,-17259.4,-287.66,390,399,-10,-1,,,
2569,1761654444,1761654444,14,-17252.3,-287.54,390,398,-10,-2,,,
2570,1761654445,1761654445,6.5,-17251.4,-287.52,390,400,-10,0,,,
2571,1761654446,1761654446,12.5,-17250.3,-287.51,390,400,-10,0,,,
2572,1761654447,1761654447,1.5,-17249.4,-287.49,390,397,-10,-3,,,
2575,1761654450,1761654450,12,-17246.3,-287.44,390,397,-10,-3,,,
2576,1761654451,1761654451,7,-17245.3,-287.42,390,399,-10,-1,,,
2580,1761654455,1761654455,7.5,-17241.3,-287.36,390,399,-10,-1,,,
2594,1761654469,1761654469,4.5,-17227.3,-287.12,390,397,-10,-3,,,
2595,1761654470,1761654470,3,-17226.3,-287.11,390,399,-10,-1,,,
2597,1761654472,1761654472,2.5,-17224.3,-287.07,390,399,-10,-1,,,
2599,1761654474,1761654474,3.5,-17222.3,-287.04,390,400,-10,0,,,
2603,1761654478,1761654478,6,-17218.3,-286.97,390,401,-10,1,,,
2607,1761654482,1761654482,0.5,-17214.3,-286.91,390,396,-10,-4,,,
2608,1761654483,1761654483,10.5,-17213.3,-286.89,390,398,-10,-2,,,
2609,1761654484,1761654484,6.5,-17212.3,-286.87,390,399,-10,-1,,,
2611,1761654486,1761654486,5,-17210.3,-286.84,390,398,-10,-2,,,
2612,1761654487,1761654487,8.5,-17209.3,-286.82,390,399,-10,-1,,,
2617,1761654492,1761654492,4,-17204.3,-286.74,390,399,-10,-1,,,
2622,1761654497,1761654497,14.5,-17199.3,-286.66,390,401,-10,1,,,
2635,1761654510,1761654510,6.5,-17186.3,-286.44,390,398,-10,-2,,,
2636,1761654511,1761654511,12.5,-17185.3,-286.42,390,400,-10,0,,,
2637,1761654512,1761654512,4,-17184.3,-286.41,390,400,-10,0,,,
2638,1761654513,1761654513,12.5,-17183.3,-286.39,390,398,-10,-2,,,
2639,1761654514,1761654514,0,-17182.3,-286.37,390,399,-10,-1,,,
2647,1761654522,1761654522,7,-17174.3,-286.24,390,399,-10,-1,,,
2651,1761654526,1761654526,7,-17170.3,-286.17,390,399,-10,-1,,,
2652,1761654527,1761654527,11.5,-17169.3,-286.16,390,400,-10,0,,,
2655,1761654530,1761654530,9.5,-17166.3,-286.11,390,399,-10,-1,,,
2661,1761654536,1761654536,8.5,-17160.3,-286.01,390,401,-10,1,,,
2662,1761654537,1761654537,2.5,-17159.3,-285.99,390,400,-10,0,,,
2664,1761654539,1761654539,3.5,-17157.3,-285.96,390,399,-10,-1,,,
2666,1761654541,1761654541,2,-17155.3,-285.92,390,400,-10,0,,,
2667,1761654542,1761654542,10.5,-17154.3,-285.91,390,399,-10,-1,,,
2669,1761654544,1761654544,10.5,-17152.3,-285.87,390,400,-10,0,,,
2670,1761654545,1761654545,4.5,-17151.3,-285.86,390,399,-10,-1,,,
2671,1761654546,1761654546,8,-17150.3,-285.84,390,399,-10,-1,,,
2674,1761654549,1761654549,4.5,-17147.3,-285.79,390,400,-10,0,,,
2676,1761654551,1761654551,5.5,-17145.3,-285.76,390,400,-10,0,,,
2680,1761654555,1761654555,6.5,-17141.3,-285.69,390,397,-10,-3,,,
2686,1761654561,1761654561,5.5,-17135.3,-285.59,390,400,-10,0,,,
2687,1761654562,1761654562,13,-17134.3,-285.57,390,401,-10,1,,,
2693,1761654568,1761654568,12,-17128.3,-285.47,390,400,-10,0,,,
2694,1761654569,1761654569,3.5,-17127.3,-285.46,390,399,-10,-1,,,
2695,1761654570,1761654570,9.5,-17126.3,-285.44,390,400,-10,0,,,
2697,1761654572,1761654572,9.5,-17124.3,-285.41,390,400,-10,0,,,
2699,1761654574,1761654574,9,-17122.3,-285.37,390,400,-10,0,,,
2700,1761654575,1761654575,5.5,-17121.3,-285.36,390,400,-10,0,,,
2707,1761654582,1761654582,10.5,-17114.3,-285.24,390,399,-10,-1,,,
2709,1761654584,1761654584,9,-17112.3,-285.2,390,398,-10,-2,,,
2728,1761654603,1761654603,6.5,-17093.3,-284.89,390,401,-10,1,,,
2730,1761654605,1761654605,1.5,-17091.3,-284.85,390,399,-10,-1,,,
2732,1761654607,1761654607,8.5,-17089.3,-284.82,390,400,-10,0,,,
2734,1761654609,1761654609,1.5,-17087.3,-284.79,390,398,-10,-2,,,
2736,1761654611,1761654611,6,-17085.3,-284.75,390,399,-10,-1,,,
2740,1761654615,1761654615,6.5,-17081.3,-284.69,390,399,-10,-1,,,
2741,1761654616,1761654616,14,-17080.3,-284.67,390,400,-10,0,,,
2746,1761654621,1761654621,2.5,-17075.3,-284.59,390,399,-10,-1,,,
2751,1761654626,1761654626,10.5,-17070.3,-284.5,390,399,-10,-1,,,
2758,1761654633,1761654633,5.5,-17063.3,-284.39,390,400,-10,0,,,
2759,1761654634,1761654634,12.5,-17062.3,-284.37,390,400,-10,0,,,
2761,1761654636,1761654636,10,-17060.3,-284.34,390,400,-10,0,,,
2769,1761654644,1761654644,4.5,-17052.3,-284.2,390,398,-10,-2,,,
2771,1761654646,1761654646,9,-17050.3,-284.17,390,400,-10,0,,,
2775,1761654650,1761654650,7.5,-17046.3,-284.1,390,399,-10,-1,,,
2782,1761654657,1761654657,5.5,-17039.3,-283.99,390,401,-10,1,,,
2786,1761654661,1761654661,2.5,-17035.3,-283.92,390,400,-10,0,,,
2790,1761654665,1761654665,6.5,-17031.3,-283.85,390,401,-10,1,,,
2797,1761654672,1761654672,11.5,-17024.3,-283.74,390,399,-10,-1,,,
2801,1761654676,1761654676,10.5,-17020.3,-283.67,390,401,-10,1,,,
2808,1761654683,1761654683,10.5,-17013.3,-283.55,390,400,-10,0,,,
2809,1761654684,1761654684,12.5,-17012.3,-283.54,390,399,-10,-1,,,
2816,1761654691,1761654691,10,-17005.3,-283.42,390,401,-10,1,,,
2817,1761654692,1761654692,1.5,-17004.3,-283.4,390,400,-10,0,,,
2823,1761654698,1761654698,2.5,-16998.3,-283.3,390,399,-10,-1,,,
2840,1761654715,1761654715,3,-16981.2,-283.02,390,398,-10,-2,,,
2841,1761654716,1761654716,3,-16980.3,-283,390,399,-10,-1,,,
2842,1761654717,1761654717,3,-16979.2,-282.99,390,398,-10,-2,,,
2847,1761654722,1761654722,3,-16974.3,-282.9,390,401,-10,1,,,
2851,1761654726,1761654726,7,-16970.2,-282.84,390,400,-10,0,,,
2860,1761654735,1761654735,3.5,-16961.2,-282.69,390,400,-10,0,,,
2861,1761654736,1761654736,6,-16960.2,-282.67,390,398,-10,-2,,,
2863,1761654738,1761654738,10.5,-16958.2,-282.64,390,399,-10,-1,,,
2864,1761654739,1761654739,5.5,-16957.2,-282.62,390,401,-10,1,,,
2867,1761654742,1761654742,0.5,-16954.2,-282.57,390,399,-10,-1,,,
2871,1761654746,1761654746,11,-16950.2,-282.5,390,400,-10,0,,,
2876,1761654751,1761654751,4.5,-16945.2,-282.42,390,400,-10,0,,,
2883,1761654758,1761654758,9,-16938.2,-282.3,390,400,-10,0,,,
2884,1761654759,1761654759,0,-16937.2,-282.29,390,398,-10,-2,,,
2886,1761654761,1761654761,5,-16935.2,-282.25,390,400,-10,0,,,
2888,1761654763,1761654763,6.5,-16933.2,-282.22,390,400,-10,0,,,
2890,1761654765,1761654765,2.5,-16931.2,-282.19,390,398,-10,-2,,,
2896,1761654771,1761654771,7,-16925.2,-282.09,390,401,-10,1,,,
2899,1761654774,1761654774,9.5,-16922.2,-282.04,390,400,-10,0,,,
